-1.73E-02	0.010408
-4.75E-02	0.031020
-7.33E-02	0.051633
-9.49E-02	0.072245
-0.112584227	0.092857
-0.126787092	0.113469
-0.137819064	0.134082
-0.146030671	0.154694
-0.15174988	0.175306
-0.155271584	0.195918
-0.156851751	0.216531
-0.156705297	0.237143
-0.15500677	0.257755
-0.151892991	0.278367
-0.147466965	0.298980
-0.141802497	0.319592
-0.134949146	0.340204
-0.126937248	0.360816
-0.117782879	0.381429
-0.107492715	0.402041
-9.61E-02	0.422653
-8.35E-02	0.443265
-6.98E-02	0.463878
-5.50E-02	0.484490
-3.92E-02	0.505102
-2.23E-02	0.525714
-4.45E-03	0.546327
1.42E-02	0.566939
3.36E-02	0.587551
5.36E-02	0.608163
7.39E-02	0.628776
9.43E-02	0.649388
0.114490162	0.670000
0.134060157	0.690612
0.152537118	0.711224
0.169380272	0.731837
0.183983168	0.752449
0.195686081	0.773061
0.203798055	0.793673
0.207631354	0.814286
0.206550741	0.834898
0.200038524	0.855510
0.187773165	0.876122
0.169713938	0.896735
0.146176794	0.917347
0.117879358	0.937959
8.59E-02	0.958571
5.17E-02	0.979184
1.69E-02	0.999796
