0.511081	-0.190712
0.498869	-0.193054
0.511081	-0.190712
0.51866	-0.189246
0.538272	-0.183476
0.557439	-0.175808
0.577491	-0.165574
0.59791	-0.152919
0.61852	-0.13783
0.639108	-0.120416
0.659515	-0.10092
0.67964	-0.0795481
0.699743	-0.0561001
0.719744	-0.0306853
0.739744	-0.00305995
0.759743	0.0270634
0.779744	0.0601998
0.799745	0.0971445
0.81975	0.139018
0.839744	0.187249
0.859744	0.243737
0.859744	0.243737
0.879744	0.310638
0.899728	0.390174
0.919737	0.484589
0.939744	0.594885
0.959743	0.720329
0.979745	0.857223
1	1
0.498869	-0.193054
0.47988	-0.195025
0.460384	-0.195594
0.440479	-0.194378
0.420893	-0.191649
0.401137	-0.187798
0.381091	-0.182798
0.360819	-0.17679
0.340588	-0.170016
0.320372	-0.162625
0.300256	-0.154784
0.280256	-0.146605
0.260256	-0.138136
0.240256	-0.129444
0.220256	-0.120571
0.200256	-0.111534
0.180256	-0.102331
0.160256	-0.0929359
0.140256	-0.083297
0.120256	-0.0733456
0.100257	-0.0629889
0.080256	-0.0521113
0.0602563	-0.040576
0.0402567	-0.0282193
0.0202554	-0.0148327
0	0
