0.010204	-3.20E-02
0.030612	-7.85E-02
0.051020	-0.110342992
0.071429	-0.13140125
0.091837	-0.145557436
0.112245	-0.155593162
0.132653	-0.163147341
0.153061	-0.169020712
0.173469	-0.173522523
0.193878	-0.176719736
0.214286	-0.178579645
0.234694	-0.179039949
0.255102	-0.178039671
0.275510	-0.175532203
0.295918	-0.171491291
0.316327	-0.165914535
0.336735	-0.158825937
0.357143	-0.150277731
0.377551	-0.14035126
0.397959	-0.129156527
0.418367	-0.116830039
0.438776	-0.103530636
0.459184	-8.94E-02
0.479592	-7.47E-02
0.500000	-5.96E-02
0.520408	-4.41E-02
0.540816	-2.86E-02
0.561224	-1.30E-02
0.581633	2.53E-03
0.602041	1.80E-02
0.622449	3.35E-02
0.642857	4.91E-02
0.663265	6.49E-02
0.683673	8.12E-02
0.704082	9.81E-02
0.724490	0.116054069
0.744898	0.135155176
0.765306	0.155561182
0.785714	0.177187683
0.806122	0.199614849
0.826531	0.221952489
0.846939	0.242716161
0.867347	0.25974031
0.887755	0.270175943
0.908163	0.270668212
0.928571	0.257908782
0.948980	0.229904661
0.969388	0.188276021
0.989796	0.140701834
