0.511081	-0.0394086
0.498869	-0.0476972
0.511081	-0.0394086
0.51866	-0.0342589
0.538272	-0.0204956
0.557439	-0.00675925
0.577491	0.0075955
0.59791	0.0222155
0.61852	0.037004
0.639108	0.0518719
0.659515	0.0667205
0.67964	0.0814904
0.699743	0.0963062
0.719744	0.110969
0.739744	0.125445
0.759743	0.139638
0.779744	0.153448
0.799745	0.166789
0.81975	0.179615
0.839744	0.191941
0.859744	0.204061
0.859744	0.204061
0.879744	0.216932
0.899728	0.233265
0.919737	0.260068
0.939744	0.313276
0.959743	0.425041
0.979745	0.645222
1	1
0.498869	-0.0476972
0.47988	-0.0610795
0.460384	-0.0752872
0.440479	-0.0901849
0.420893	-0.10559
0.401137	-0.121841
0.381091	-0.138676
0.360819	-0.155745
0.340588	-0.172427
0.320372	-0.188242
0.300256	-0.20256
0.280256	-0.214837
0.260256	-0.224705
0.240256	-0.231775
0.220256	-0.235759
0.200256	-0.236497
0.180256	-0.233939
0.160256	-0.228114
0.140256	-0.219086
0.120256	-0.206833
0.100257	-0.190984
0.080256	-0.170558
0.0602563	-0.143715
0.0402567	-0.107883
0.0202554	-0.0605544
0	0
