0.504135	0.0371063
0.498817	0.0415168
0.537941	0.00924781
0.519052	0.0247235
0.556961	-0.00580857
0.577116	-0.0215149
0.597555	-0.0372448
0.618296	-0.0531832
0.638848	-0.0691272
0.659313	-0.0852757
0.679607	-0.101762
0.699759	-0.118949
0.719759	-0.137317
0.739759	-0.157625
0.498817	0.0415168
0.479649	0.0567166
0.460065	0.0717296
0.440585	0.0869445
0.421058	0.103067
0.401184	0.119824
0.381046	0.136463
0.360841	0.15242
0.340609	0.167364
0.320383	0.181028
0.300241	0.193167
0.280241	0.203579
0.260241	0.212207
0.240241	0.218915
0.220241	0.223597
0.200241	0.226186
0.180248	0.226647
0.160239	0.224946
0.140234	0.221
0.120241	0.214567
0.100241	0.204919
0.0802412	0.190384
0.0602411	0.167751
0.739759	-0.157625
0.759759	-0.180576
0.779759	-0.206797
0.799759	-0.236519
0.819759	-0.269202
0.839759	-0.303143
0.859759	-0.335136
0.879759	-0.360184
0.899759	-0.371364
0.919758	-0.359952
0.939759	-0.316171
0.959759	-0.232671
0.979758	-0.11636
1	0
0.519052	0.0247235
0.504135	0.0371063
0.0602411	0.167751
0.0402408	0.132182
0.0202418	0.0780868
1.66568e-15	0
